Metric,Value,,,,,,,,,
Accuracy,94.41%,,,,,,,,,
Precision,94.62%,,,,,,,,,
Recall,94.19%,,,,,,,,,
F1-Score,94.37%,,,,,,,,,
Average Inference Time (s),0.006037839,,,,,,,,,
FLOPs,2507705282,,,,,,,,,
,,,,,,,,,,
Confusion Matrix,,,,,,,,,,
316,5,6,6,15,1,2,1,0,1,3
1,295,6,1,3,0,1,0,1,1,1
6,8,363,4,4,2,0,0,0,3,1
0,1,1,342,4,0,0,0,0,1,1
4,14,6,3,327,0,1,0,1,5,2
0,0,0,1,0,213,3,1,0,1,0
0,2,0,0,0,6,217,1,1,2,0
5,0,0,1,0,0,1,247,0,0,0
0,1,1,3,1,0,0,1,266,1,0
0,1,2,0,1,0,1,0,0,381,0
1,0,9,0,4,0,0,0,1,2,109
,,,,,,,,,,
Classification Report,,,,,,,,,,
Class,Precision,Recall,F1-Score,Support,,,,,,
0,0.948948949,0.8876404494382022,0.9172714078374455,356,,,,,,
1,0.9021406727828746,0.9516129032258065,0.9262166405023549,310,,,,,,
2,0.9213197969543148,0.928388747,0.9248407643312103,391,,,,,,
3,0.9473684210526315,0.9771428571428571,0.9620253164556961,350,,,,,,
4,0.9108635097493036,0.9008264462809917,0.9058171745152355,363,,,,,,
5,0.9594594594594594,0.9726027397260274,0.9659863945578231,219,,,,,,
6,0.9601769911504425,0.9475982532751092,0.9538461538461538,229,,,,,,
7,0.9840637450199203,0.9724409448818898,0.9782178217821782,254,,,,,,
8,0.9851851851851852,0.9708029197080292,0.9779411764705882,274,,,,,,
9,0.957286432,0.9870466321243523,0.9719387755102041,386,,,,,,
10,0.9316239316239316,0.8650793650793651,0.897119342,126,,,,,,
macro avg,0.9462215540079835,0.9419256597896091,0.9437473606702432,3258,,,,,,
weighted avg,0.9443646836017898,0.9441375076734193,0.9439593053457368,3258,,,,,,
,,,,,,,,,,
Model Summary,,,,,,,,,,
"Model: ""VGG16""",,,,,,,,,,
_________________________________________________________________,,,,,,,,,,
 Layer (type)                Output Shape              Param #   ,,,,,,,,,,
=================================================================,,,,,,,,,,
" vgg16 (Functional)          (None, 2, 2, 512)         14714688  ",,,,,,,,,,
                                                                 ,,,,,,,,,,
" flatten_1 (Flatten)         (None, 2048)              0         ",,,,,,,,,,
                                                                 ,,,,,,,,,,
" dense_2 (Dense)             (None, 128)               262272    ",,,,,,,,,,
                                                                 ,,,,,,,,,,
" dropout_1 (Dropout)         (None, 128)               0         ",,,,,,,,,,
                                                                 ,,,,,,,,,,
" dense_3 (Dense)             (None, 11)                1419      ",,,,,,,,,,
                                                                 ,,,,,,,,,,
=================================================================,,,,,,,,,,
Total params: 14978379 (57.14 MB),,,,,,,,,,
Trainable params: 14978379 (57.14 MB),,,,,,,,,,
Non-trainable params: 0 (0.00 Byte),,,,,,,,,,
_________________________________________________________________,,,,,,,,,,
